COOP:457180,ROSALIA WA US,0.336795929,0.387911863,0.343335578,0.201739132,-1.495021508,Average,Average
COOP:457185,ROSS DAM WA US,0.017932868,-0.377969063,0.767185247,0.239767734,-1.773754288,Average,Average
COOP:253755,HEMINGFORD NE US,0.017932868,1.609925072,0.019215242,0.076774202,-0.421348792,Average,Average
COOP:144665,LEOTI 1 SE KS US,0.097648633,0.982259537,-1.23571221,-0.020957294,-0.29304275,Average,Dry
COOP:166660,NEW ORLEANS INTERNATIONAL AIRPORT LA US,-0.141498663,-1.185121147,-2.224694772,-0.236865715,0.542088627,Average,Dry
COOP:094676,JESUP 8 S GA US,0.177364398,-1.12213964,-0.321526649,-0.198340989,1.172370645,Average,Average
COOP:028499,TEMPE ASU AZ US,-0.460361724,-0.423109392,-0.537606872,-0.14953503,-1.086194396,Average,Average
COOP:144695,LIBERAL KS US,-0.061782898,0.669071631,-1.135982876,-0.058034353,-0.26025994,Average,Dry
COOP:243113,FORT BENTON MT US,-0.380645959,0.547837602,-0.612403873,0.216953626,-0.991467629,Average,Average
COOP:503368,GOLDSTREAM CREEK AK US,0.177364398,-0.809596596,-0.321526649,0.651085463,-3.78769029,Average,Average
COOP:243118,FORT BELKNAP 2 SW MT US,0.177364398,0.467874733,-0.321526649,0.233040281,-0.850077767,Average,Average
COOP:137594,SHELDON IA US,-0.300930194,-0.257379897,-1.717737324,0.098654577,0.121186801,Average,Dry
COOP:242409,DILLON WMCE MT US,-0.380645959,2.237590608,-0.396323649,0.150350781,-1.140526851,Average,Average
COOP:233601,HANNIBAL WATER WORKS MO US,-0.540077489,-0.721250522,-0.04727098,0.010687835,0.457873698,Average,Average
COOP:243142,FORTINE 2 NE MT US,0.177364398,0.804062712,-0.321526649,0.241167569,-1.308233127,Average,Average
COOP:468191,SISSONVILLE 1 SW WV US,0.177364398,-0.784661937,-0.321526649,-0.020011604,1.188714713,Average,Average
COOP:345870,MINCO 2 SSW MESONET OK US,0.177364398,-0.263828515,-0.321526649,-0.102557864,-0.036789826,Average,Average
COOP:253735,HEBRON NE US,-0.221214428,-0.218043324,-0.828484096,0.022180121,-0.00935836,Average,Dry
COOP:425582,MEXICAN HAT UT US,0.177364398,1.504382683,-0.579160761,-0.054790461,-0.931852957,Average,Average
COOP:508375,SEWARD 8 NW AK US,0.177364398,-0.909980091,-0.321526649,0.531364444,-3.919341487,Average,Average
COOP:508377,SEWARD 19 N AK US,0.177364398,-0.848288307,-0.321526649,0.535575144,-3.898370406,Average,Average
COOP:035046,MOUNTAIN VIEW AR US,0.177364398,-0.718671075,1.78941092,-0.087997747,0.403323343,Average,Average
COOP:368361,SPRINGBORO 3 WNW PA US,0.257080164,-0.529296644,0.351646356,0.063936019,1.280411907,Average,Average
COOP:417458,RAYMONDVILLE TX US,0.177364398,-1.167494923,-0.321526649,-0.326203797,-0.025851202,Average,Average
COOP:035036,MOUNTAIN HOME 1 NNW AR US,-0.221214428,-0.663642863,0.044147576,-0.075243523,0.381082427,Average,Average
COOP:094648,JASPER 1 NNW GA US,-0.380645959,-0.227931205,0.3350248,-0.122820619,0.978266055,Average,Average
COOP:518549,PUU O HOKU RANCH 542.1 HI US,0.177364398,-0.74618518,-0.321526649,-0.461994425,-4.453236183,Average,Average
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,0.177364398,-1.179747299,-0.73706554,0.077786805,1.98778575,Average,Dry
COOP:138693,WASHTA IA US,0.177364398,-0.427623425,-0.321526649,0.083211103,0.131668584,Average,Average
COOP:411761,CLARENDON TX US,0.017932868,0.640267801,-2.133276216,-0.110974685,-0.258997617,Average,Dry
COOP:356820,POWERS OR US,0.177364398,-1.037017875,-2.673476775,0.091220338,-1.99891351,Average,Dry
COOP:099291,WEST POINT GA US,0.177364398,-0.810886319,-0.321526649,-0.163446879,0.923054483,Average,Average
COOP:348900,TISHOMINGO 6 N MESONET OK US,0.177364398,-0.611838961,-0.321526649,-0.126463956,0.059107595,Average,Average
COOP:503304,GLENNALLEN KCAM AK US,-0.460361724,-0.281669693,-0.35476976,0.580221287,-3.611680488,Average,Average
COOP:205390,MERRILL 1 N MI US,0.177364398,-0.750054351,-0.321526649,0.104625884,1.065178446,Average,Average
COOP:167738,RED RIVER RESEARCH STATION LA US,-0.540077489,-1.08624233,-1.559832545,-0.175076552,0.287602954,Average,Dry
COOP:247342,SAND CREEK MT US,-0.061782898,0.718940947,-1.177536765,0.210516725,-0.846172833,Average,Dry
COOP:036920,STUTTGART 9 ESE AR US,0.097648633,-1.057868409,0.850293026,-0.122856238,0.454469936,Average,Average
COOP:020159,ALPINE AZ US,0.177364398,4.086409538,-0.786930207,-0.138762762,-0.877708348,Average,Dry
COOP:348879,TIPTON 4 S OK US,0.177364398,-0.356258714,-0.321526649,-0.123738577,-0.125619744,Average,Average
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,0.177364398,1.414102023,2.562313259,-0.505627964,-4.342279558,Average,Wet
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,0.177364398,-0.778213319,-0.321526649,0.074013713,1.980038998,Average,Average
COOP:664614,HUMACAO NATURAL RESERVE US,0.177364398,-1.181896838,-0.321526649,-0.538173751,2.306274167,Average,Average
COOP:368400,SPRINGTOWN 1 NNE PA US,0.257080164,-0.62430629,0.069079909,0.032257815,1.667133351,Average,Average
COOP:511339,HAWI 168 HI US,0.177364398,-0.80766201,-0.321526649,-0.485006982,-4.386055091,Average,Average
COOP:411810,CLEVELAND TX US,0.177364398,-1.059373086,-2.399221106,-0.227441888,0.178953073,Average,Dry
COOP:245144,LOLO HOT SPRINGS MT US,0.177364398,1.547588427,-0.321526649,0.18884752,-1.282410371,Average,Average
COOP:122620,ELNORA IN US,0.177364398,-0.874512689,-0.321526649,-0.011022077,0.779482606,Average,Average
COOP:445880,MUSTOE 1 SW VA US,-0.380645959,0.371575363,0.110633799,-0.024732931,1.337990333,Average,Average
COOP:042081,COVELO CA US,0.177364398,-0.26189393,-0.321526649,0.013041248,-1.936969552,Average,Average
COOP:294862,LAS VEGAS WASTE WATER PLANT NM US,0.177364398,2.972088258,-0.321526649,-0.095040174,-0.582122064,Average,Average
COOP:049122,UKIAH CA US,0.177364398,-0.770904885,-0.321526649,-0.003984738,-1.934399825,Average,Average
COOP:259193,WESTON 3 NW NE US,-0.061782898,-0.31305297,-0.786930207,0.048795308,0.051706479,Average,Dry
COOP:423348,GRANTSVILLE 2 W UT US,0.017932868,1.793280792,-0.85341643,0.033043982,-1.1302254,Average,Dry
COOP:143100,GLEN ELDER LAKE KS US,0.177364398,-0.204931133,-0.005717091,0.005103251,-0.06381855,Average,Average
COOP:411800,CLEBURNE TX US,-0.540077489,-0.674605515,-1.759291213,-0.177826865,0.004474588,Average,Dry
COOP:193505,HAVERHILL MA US,-0.221214428,-1.174588404,-1.534900212,0.087933193,1.984058894,Average,Dry
COOP:369042,UNION CITY FILTRATION PLANT PA US,0.177364398,-0.270492088,-0.321526649,0.06607826,1.322782355,Average,Average
COOP:010655,BELLE MINA AL US,0.097648633,-0.792615234,1.107927138,-0.117393777,0.795244353,Average,Average
COOP:295937,MOSQUERO 1 NE NM US,0.097648633,2.392787361,-1.019631986,-0.089073956,-0.486756621,Average,Dry
COOP:248930,WHITE SULPHUR SPRNGS 2 MT US,0.177364398,2.114421995,-1.052875098,0.184211934,-1.00943318,Average,Dry
COOP:043191,FORT ROSS CA US,0.177364398,-1.114401298,-0.645646984,-0.020054092,-1.936992094,Average,Average
COOP:242421,DIVIDE MT US,0.097648633,2.317553478,-0.088824869,0.164046369,-1.148792056,Average,Average
COOP:302953,FORT PLAIN NY US,0.177364398,-0.987793421,-0.321526649,0.09248482,1.716371434,Average,Average
COOP:668814,WEATHER FORECAST OFFICE SAN JUAN US,0.177364398,-1.181251976,-0.321526649,-0.531032098,2.364897015,Average,Average
COOP:160103,ALEXANDRIA 5 SSE LA US,0.257080164,-1.132027522,-1.4268601,-0.204922911,0.376957338,Average,Dry
COOP:043182,FORT JONES RNG STATION CA US,0.177364398,0.597706919,-0.321526649,0.058435394,-1.90716973,Average,Average
COOP:506147,NABESNA AK US,-0.221214428,0.725389566,-0.570849984,0.587576655,-3.421114908,Average,Average
COOP:462622,EAST LYNN LAKE WV US,0.177364398,-0.753923522,-0.321526649,-0.029503361,1.133298765,Average,Average
COOP:137613,SHENANDOAH IA US,-0.221214428,-0.548857454,-0.770308651,0.037247049,0.156712157,Average,Dry
COOP:343660,FREEDOM 16 NNE MESONET OK US,0.177364398,0.004648969,-0.321526649,-0.058931449,-0.116101985,Average,Average
COOP:300687,BINGHAMTON GREATER AP NY US,-0.061782898,-0.142594487,-0.870037985,0.07387378,1.614393827,Average,Dry
COOP:295908,MORIARTY 1 NE NM US,-0.221214428,2.887611355,-0.520985317,-0.109158105,-0.644637071,Average,Average
COOP:166686,NEW ROADS LA US,-0.460361724,-1.158251904,-0.221797315,-0.21820379,0.458226848,Average,Average
COOP:340818,BLACKWELL OK US,0.017932868,-0.526072335,-2.914489332,-0.063565509,0.014220016,Average,Dry
COOP:243098,FORSYTH MT US,-0.300930194,0.460136391,-1.086118209,0.177299262,-0.691929074,Average,Dry
COOP:340810,BLACKWELL 4 SSE MESONET OK US,0.177364398,-0.534455539,-0.321526649,-0.064853652,0.015870052,Average,Average
COOP:093658,GEORGETOWN 4 E GA US,-0.300930194,-0.866559393,6.393581839,-0.188441391,0.933829305,Average,Wet
COOP:253652,HASKELL AGRICULTURAL LAB NE US,0.336795929,-0.231155515,-0.321526649,0.078293107,0.038181598,Average,Average
COOP:244512,JOPLIN MT US,-0.460361724,0.989567971,0.351646356,0.235557033,-0.999439796,Average,Average
COOP:144531,LARNED NUMBER 2 KS US,0.177364398,0.142219498,-0.321526649,-0.028264322,-0.122561618,Average,Average
COOP:093675,GERMANY VALLEY GA US,0.177364398,0.667781907,-0.321526649,-0.11180156,1.052547709,Average,Average
COOP:021314,CASA GRANDE NATIONAL MNUMT AZ US,0.177364398,-0.258024758,-0.321526649,-0.160503205,-1.057273692,Average,Average
COOP:246862,RAPELJE MT US,0.177364398,1.4618218,-0.604093095,0.169452857,-0.885680515,Average,Average
COOP:028590,TOHONO CHUL AZ US,0.177364398,0.467874733,-0.321526649,-0.177183175,-1.015504349,Average,Average
COOP:426919,PLEASANT GROVE UT US,-0.540077489,1.899468044,-1.210779877,0.027077763,-1.072083437,Average,Dry
COOP:253630,HARTINGTON NE US,0.257080164,-0.290052897,-1.468413989,0.084300033,0.015392173,Average,Dry
