COOP:166657,NEW IBERIA AIRPORT ACADIANA REGIONAL LA US,7.3,30.0375,-91.8839,5,-76,-24,0,0,-2.381491667,-1.172100034,-0.533332397
COOP:028468,TEEC NOS POS AZ US,1612.4,36.9233,-109.09,5,-43,-16,3,0,-1.702020491,2.280742968,-0.231534719
COOP:457180,ROSALIA WA US,733,47.2325,-117.3626,5,-45,30,0,0,2.204938773,0.389004051,-0.249825487
COOP:457185,ROSS DAM WA US,376.7,48.7272,-121.0722,5,19,12,0,0,0.676128626,-0.377457828,0.335479101
COOP:210252,ARGYLE MN US,258.2,48.3311,-96.8252,5,105,-5,2,0,-0.767747624,-0.632371476,1.121982142
COOP:478376,SURING WI US,241.4,44.9958,-88.3786,5,-86,5,0,0,0.081591347,-0.668511132,-0.624786239
COOP:133632,HARLAN 1 N IA US,414.5,41.6403,-95.2875,5,-130,23,8,0,1.610401494,-0.296143601,-1.027183143
COOP:356883,PRINEVILLE OR US,888.5,44.3023,-120.808,5,-66,15,0,0,0.930930317,0.723510989,-0.441878555
COOP:166667,NEW ORLEANS LAKEFRONT AIRPORT LA US,2.7,30.0494,-90.0288,5,252,-24,0,0,-2.381491667,-1.181995416,2.466353617
COOP:166664,NEW ORLEANS AUDUBON LA US,6.1,29.9166,-90.1302,5,252,-13,6,0,-1.4472188,-1.174681438,2.466353617
COOP:067970,STAMFORD 5 N CT US,57.9,41.1247,-73.5475,5,93,16,0,0,1.015864214,-1.063250831,1.012237531
COOP:253755,HEMINGFORD NE US,1301.5,42.3208,-103.0733,5,183,-12,0,0,-1.362284903,1.611944208,1.835322108
COOP:144665,LEOTI 1 SE KS US,1009.5,38.4795,-101.3657,5,-247,0,1,0,-0.343078138,0.983802562,-2.097193093
COOP:300785,BOONVILLE 4 SSW NY US,472.4,43.4361,-75.3697,5,11,16,0,0,1.015864214,-0.171590857,0.262316028
COOP:166660,NEW ORLEANS INTERNATIONAL AIRPORT LA US,1.2,29.9933,-90.2511,5,372,-17,0,0,-1.786954388,-1.185222171,3.56379972
COOP:154202,JACKSON JULIAN CARROLL AIRPORT KY US,416.1,37.59139,-83.31444,5,-290,26,0,0,1.865203185,-0.292701729,-2.490444613
COOP:154208,JAMESTOWN KY US,271.3,37.0055,-85.0616,5,-366,3,0,0,-0.088276447,-0.604191148,-3.185493812
COOP:243176,FORT PECK POWER PLAN MT US,630.9,48.0119,-106.4117,5,-5,-13,0,0,-1.4472188,0.169369592,0.115989881
COOP:093538,FORT STEWART GA US,28,31.8717,-81.6289,5,-47,12,15,0,0.676128626,-1.127570815,-0.268116255
COOP:094676,JESUP 8 S GA US,30.5,31.5075,-81.8628,5,0,0,6,0,-0.343078138,-1.12219289,0.161716802
COOP:476208,OCONTO 4 W WI US,201.2,44.8919,-87.955,5,-72,-15,0,0,-1.617086594,-0.754988167,-0.49675086
COOP:028499,TEMPE ASU AZ US,355.7,33.4258,-111.9216,5,-14,-16,16,0,-1.702020491,-0.422632398,0.033681423
COOP:478349,SUPERIOR US,192,46.7,-92.0167,5,163,-20,0,0,-2.041756079,-0.774778931,1.652414425
COOP:476200,OCONOMOWOC WI US,260.9,43.1002,-88.5036,5,17,6,0,0,0.166525244,-0.626563317,0.317188333
COOP:144695,LIBERAL KS US,863.8,37.0222,-100.9294,5,-163,-3,14,0,-0.597879829,0.67037709,-1.328980821
COOP:243113,FORT BENTON MT US,807.4,47.8305,-110.6609,5,-97,-6,0,0,-0.852681521,0.549051101,-0.725385465
COOP:243110,FORT ASSINNIBOINE MT US,815.3,48.4982,-109.8014,5,-135,-22,0,0,-2.211623873,0.566045344,-1.072910064
COOP:503368,GOLDSTREAM CREEK AK US,175.9,64.89389,-147.87528,5,0,0,0,0,-0.343078138,-0.809412768,0.161716802
COOP:243118,FORT BELKNAP 2 SW MT US,770.2,48.46278,-108.77917,5,0,0,0,0,-0.343078138,0.469027576,0.161716802
COOP:345855,MIAMI OK US,245.4,36.8833,-94.8833,5,-67,-3,3,0,-0.597879829,-0.659906452,-0.451023939
COOP:383470,GEORGETOWN CO AIRPORT SC US,9.1,33.3169,-79.3227,5,-43,19,9,0,1.270665906,-1.168227928,-0.231534719
COOP:478316,MILWAUKEE WSFO DOUSMAN WI US,284.4,42.9675,-88.5497,5,261,10,0,0,0.506260832,-0.576010821,2.548662075
COOP:470516,BARABOO WI US,250.9,43.4583,-89.7269,5,-122,0,0,0,-0.343078138,-0.648075017,-0.95402007
COOP:137594,SHELDON IA US,432.8,43.1808,-95.8528,5,-225,-1,1,0,-0.428012035,-0.25677719,-1.895994641
COOP:242409,DILLON WMCE MT US,1593.5,45.2127,-112.6447,5,-63,11,0,0,0.591194729,2.240085855,-0.414442402
COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,5,-198,6,0,0,0.166525244,-0.72099968,-1.649069268
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,5,0,0,0,0,-0.343078138,3.061617686,0.161716802
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,5,-44,20,0,0,1.355599803,2.22180091,-0.240680103
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,5,0,0,0,0,-0.343078138,0.805470567,0.161716802
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,5,0,0,0,0,-0.343078138,-0.784459196,0.161716802
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,5,-280,1,1,0,-0.258144241,-0.828558182,-2.398990772
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,5,0,0,6,0,-0.343078138,-0.2632307,0.161716802
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,5,-189,-1,3,0,-0.428012035,-0.217410778,-1.56676081
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,5,-165,1,0,0,-0.258144241,2.051213127,-1.34727159
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,5,221,16,0,0,1.015864214,-1.168227928,2.182846708
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,5,-324,35,0,0,2.629608258,-1.117675433,-2.801387676
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,5,-20,-13,7,0,-1.4472188,1.50632176,-0.021190882
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,5,-42,-14,24,0,-1.532152697,0.538510367,-0.222389334
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,5,14,46,0,0,3.563881126,-0.909872408,0.28975218
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,5,0,0,0,0,-0.343078138,-0.848133829,0.161716802
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,5,-96,-11,2,0,-1.277351006,-1.179844246,-0.716240081
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,5,129,-2,0,0,-0.512945932,-0.718418276,1.341471362
