COOP:166657,NEW IBERIA AIRPORT ACADIANA REGIONAL LA US,7.3,30.0375,-91.8839,7,268,-7,25,0,0.11924134,-1.17279006
COOP:028468,TEEC NOS POS AZ US,1612.4,36.9233,-109.09,7,0,25,31,0,1.60697239,2.277110889
COOP:457180,ROSALIA WA US,733,47.2325,-117.3626,7,-46,54,17,0,2.955228654,0.38698386
COOP:457185,ROSS DAM WA US,376.7,48.7272,-121.0722,7,9,32,6,0,1.932413557,-0.378824942
COOP:210252,ARGYLE MN US,258.2,48.3311,-96.8252,7,56,-9,3,0,0.02625815,-0.633521387
COOP:478376,SURING WI US,241.4,44.9958,-88.3786,7,-257,-32,0,0,-1.043048542,-0.66963025
COOP:133632,HARLAN 1 N IA US,414.5,41.6403,-95.2875,7,-210,-33,4,0,-1.089540138,-0.297580001
COOP:356883,PRINEVILLE OR US,888.5,44.3023,-120.808,7,-56,34,18,0,2.025396748,0.721205776
COOP:166667,NEW ORLEANS LAKEFRONT AIRPORT LA US,2.7,30.0494,-90.0288,7,20,-13,12,0,-0.159708232,-1.182677011
COOP:166664,NEW ORLEANS AUDUBON LA US,6.1,29.9166,-90.1302,7,-181,6,28,0,0.723632079,-1.175369265
COOP:067970,STAMFORD 5 N CT US,57.9,41.1247,-73.5475,7,0,-5,4,0,0.212224531,-1.064033604
COOP:253755,HEMINGFORD NE US,1301.5,42.3208,-103.0733,7,-206,-19,8,0,-0.438657803,1.60888199
COOP:144665,LEOTI 1 SE KS US,1009.5,38.4795,-101.3657,7,270,-16,13,0,-0.299183017,0.981275563
COOP:300785,BOONVILLE 4 SSW NY US,472.4,43.4361,-75.3697,7,71,-8,0,0,0.072749745,-0.173133384
COOP:166660,NEW ORLEANS INTERNATIONAL AIRPORT LA US,1.2,29.9933,-90.2511,7,-144,-9,18,0,0.02625815,-1.185901017
COOP:154202,JACKSON JULIAN CARROLL AIRPORT KY US,416.1,37.59139,-83.31444,7,112,-28,2,0,-0.857082161,-0.294141061
COOP:154208,JAMESTOWN KY US,271.3,37.0055,-85.0616,7,-28,-42,4,0,-1.507964495,-0.605365071
COOP:243176,FORT PECK POWER PLAN MT US,630.9,48.0119,-106.4117,7,-119,-8,16,0,0.072749745,0.167536544
COOP:093538,FORT STEWART GA US,28,31.8717,-81.6289,7,-197,4,26,0,0.630648889,-1.128298783
COOP:094676,JESUP 8 S GA US,30.5,31.5075,-81.8628,7,0,-1,16,0,0.398190912,-1.12292544
COOP:476208,OCONTO 4 W WI US,201.2,44.8919,-87.955,7,-231,-27,1,0,-0.810590566,-0.7560336
COOP:028499,TEMPE ASU AZ US,355.7,33.4258,-111.9216,7,-79,-13,27,0,-0.159708232,-0.423961021
COOP:478349,SUPERIOR US,192,46.7,-92.0167,7,-157,-7,1,0,0.11924134,-0.775807501
COOP:476200,OCONOMOWOC WI US,260.9,43.1002,-88.5036,7,-202,-39,1,0,-1.36848971,-0.627718176
COOP:144695,LIBERAL KS US,863.8,37.0222,-100.9294,7,-21,-22,19,0,-0.578132589,0.66811715
COOP:243113,FORT BENTON MT US,807.4,47.8305,-110.6609,7,-117,25,14,0,1.60697239,0.546894539
COOP:243110,FORT ASSINNIBOINE MT US,815.3,48.4982,-109.8014,7,-159,-2,8,0,0.351699317,0.563874301
COOP:503368,GOLDSTREAM CREEK AK US,175.9,64.89389,-147.87528,7,0,0,0,0,0.444682508,-0.810411828
COOP:243118,FORT BELKNAP 2 SW MT US,770.2,48.46278,-108.77917,7,0,0,5,0,0.444682508,0.466939199
COOP:345855,MIAMI OK US,245.4,36.8833,-94.8833,7,-60,-47,12,0,-1.740422472,-0.661032901
COOP:383470,GEORGETOWN CO AIRPORT SC US,9.1,33.3169,-79.3227,7,552,-12,14,0,-0.113216636,-1.168921254
COOP:478316,MILWAUKEE WSFO DOUSMAN WI US,284.4,42.9675,-88.5497,7,-185,-37,0,0,-1.275506519,-0.577208755
COOP:470516,BARABOO WI US,250.9,43.4583,-89.7269,7,-323,0,1,0,0.444682508,-0.649211547
COOP:137594,SHELDON IA US,432.8,43.1808,-95.8528,7,-244,-46,0,0,-1.693930877,-0.258247132
COOP:242409,DILLON WMCE MT US,1593.5,45.2127,-112.6447,7,-55,22,8,0,1.467497604,2.236488418
COOP:233601,HANNIBAL WATER WORKS MO US,217,39.7233,-91.3719,7,-224,-48,2,0,-1.786914067,-0.722074074
COOP:424467,KAMAS 3 NW UT US,1975.4,40.6438,-111.2822,7,30,18,10,0,1.281531223,3.05732025
COOP:242404,DILLON AIRPORT MT US,1585,45.2575,-112.5544,7,-57,23,3,0,1.5139892,2.218219053
COOP:243142,FORTINE 2 NE MT US,926.6,48.78222,-114.87667,7,0,0,0,0,0.444682508,0.803095519
COOP:468191,SISSONVILLE 1 SW WV US,187.5,38.51667,-81.64528,7,0,0,3,0,0.444682508,-0.785479518
COOP:116080,NEW BOSTON DAM 17 IL US,167,41.1924,-91.0579,7,89,-51,0,0,-1.926388853,-0.829540928
COOP:345870,MINCO 2 SSW MESONET OK US,429.8,35.27222,-97.95528,7,0,0,17,0,0.444682508,-0.264695143
COOP:253735,HEBRON NE US,451.1,40.175,-97.5902,7,-128,-32,9,0,-1.043048542,-0.218914264
COOP:426869,PINE VIEW DAM UT US,1505.7,41.2578,-111.8378,7,-44,12,15,0,1.002581651,2.047776622
COOP:301309,CENTERPORT NY US,9.1,40.8838,-73.3722,7,-48,-4,1,0,0.258716126,-1.168921254
COOP:507251,PETERSBURG 1 AK US,32.6,56.8055,-132.9372,7,347,17,0,0,1.235039628,-1.118411832
COOP:425582,MEXICAN HAT UT US,1252.4,37.1497,-109.8675,7,-38,30,31,0,1.839430367,1.50334954
COOP:418924,TERLINGUA TX US,802.5,29.3485,-103.595,7,-98,9,30,0,0.863106865,0.536362787
COOP:508375,SEWARD 8 NW AK US,129.2,60.1883,-149.6274,7,198,7,0,0,0.770123675,-0.91078587
COOP:508377,SEWARD 19 N AK US,157.9,60.3538,-149.3483,7,0,0,0,0,0.444682508,-0.849099896
COOP:665693,MAGUEYES ISLAND US,3.7,17.9722,-67.0461,7,-237,-2,16,0,0.351699317,-1.180527674
COOP:035046,MOUNTAIN VIEW AR US,218.2,35.8445,-92.0979,7,56,-52,7,0,-1.972880449,-0.71949487
COOP:138688,WASHINGTON IA US,209.4,41.2824,-91.7078,7,54,-47,0,0,-1.740422472,-0.738409036
COOP:505136,KUPARUK AK US,19.5,70.3289,-149.6114,7,20,-35,0,0,-1.182523328,-1.146568148
COOP:368361,SPRINGBORO 3 WNW PA US,306.3,41.8162,-80.4249,7,-26,-25,0,0,-0.717607375,-0.530138273
COOP:417458,RAYMONDVILLE TX US,9.4,26.4819,-97.8097,7,0,0,19,0,0.444682508,-1.168276452
COOP:035036,MOUNTAIN HOME 1 NNW AR US,243.8,36.3458,-92.3939,7,51,-56,5,0,-2.15884683,-0.664471841
COOP:049203,VACAVILLE NUT TREE AIRPORT CA US,33.2,38.3775,-121.9575,7,4,14,22,0,1.095564842,-1.11712223
COOP:247382,SAVAGE MT US,602,47.4536,-104.3379,7,-187,-10,12,0,-0.020233446,0.105420702
COOP:405035,LANCASTER EDGAR EVINS TN US,192,36.0827,-85.826,7,93,-43,0,0,-1.554456091,-0.775807501
COOP:094648,JASPER 1 NNW GA US,446.5,34.4758,-84.4461,7,0,0,0,0,0.444682508,-0.228801214
COOP:081986,CRESTVIEW BOB SIKES AIRPORT FL US,57.9,30.77972,-86.5225,7,-330,-4,24,0,0.258716126,-1.064033604
COOP:518549,PUU O HOKU RANCH 542.1 HI US,205.4,21.1447,-156.7329,7,0,0,0,0,0.444682508,-0.747006384
COOP:190770,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,3.7,42.3606,-71.0106,7,113,7,4,0,0.770123675,-1.180527674
COOP:020100,ALAMO DAM AZ US,393.2,34.228,-113.5777,7,46,5,31,0,0.677140484,-0.343360881
COOP:461579,CHARLESTON WSFO WV US,279.8,38.3138,-81.7186,7,-3,-26,7,0,-0.764098971,-0.587095706
COOP:081978,CRESCENT CITY FL US,16.2,29.425,-81.5161,7,163,-12,13,0,-0.113216636,-1.15366096
COOP:461570,CHARLESTON YEAGER AIRPORT WV US,277.4,38.3794,-81.59,7,50,-23,7,0,-0.624624185,-0.592254115
COOP:138693,WASHTA IA US,353.6,42.5738,-95.7133,7,0,0,1,0,0.444682508,-0.428474629
COOP:035018,MOUNTAINBURG 2 NE AR US,241.7,35.6494,-94.1541,7,140,-47,12,0,-1.740422472,-0.668985448
COOP:411761,CLARENDON TX US,850.4,34.9414,-100.9126,7,200,-38,20,0,-1.321998114,0.639316033
COOP:356820,POWERS OR US,70.1,42.8886,-124.0688,7,9,0,0,0,0.444682508,-1.037811692
COOP:099291,WEST POINT GA US,175.3,32.879,-85.1809,7,0,0,0,0,0.444682508,-0.811701431
COOP:042012,CORCORAN IRRIG DIST CA US,61,36.0975,-119.5817,7,0,35,30,0,2.071888343,-1.057370659
COOP:348900,TISHOMINGO 6 N MESONET OK US,267.9,34.3326,-96.679,7,0,0,7,0,0.444682508,-0.612672817
COOP:503304,GLENNALLEN KCAM AK US,421.5,62.1086,-145.5328,7,23,-5,0,0,0.212224531,-0.282534641
COOP:205390,MERRILL 1 N MI US,203.6,43.4155,-83.2894,7,0,0,0,0,0.444682508,-0.750875191
COOP:067958,STAFFORDVILLE CT US,224.3,41.9984,-72.2606,7,49,-6,0,0,0.165732936,-0.706383914
COOP:036928,SUBIACO AR US,152.4,35.3028,-93.6369,7,301,-50,12,0,-1.879897258,-0.86092125
COOP:252680,ELSMERE NE US,808.9,42.1717,-100.0106,7,-23,-30,9,0,-0.950065352,0.550118544
COOP:167738,RED RIVER RESEARCH STATION LA US,47.2,32.4219,-93.638,7,-37,-31,19,0,-0.996556947,-1.087031511
COOP:247342,SAND CREEK MT US,887,47.5775,-108.7272,7,-182,18,15,0,1.281531223,0.71798177
COOP:036920,STUTTGART 9 ESE AR US,60.4,34.4744,-91.4172,7,-118,-43,8,0,-1.554456091,-1.058660261
COOP:020159,ALPINE AZ US,2453.6,33.8492,-109.1469,7,234,23,0,0,1.5139892,4.085133242
COOP:348879,TIPTON 4 S OK US,386.8,34.43972,-99.1375,7,0,0,19,0,0.444682508,-0.357116638
COOP:511303,HAWAII VOL NATIONAL PARK HQ 54 HI US,1210.4,19.4297,-155.2562,7,550,0,0,0,0.444682508,1.413077382
COOP:340830,BLANCHARD 2 SSW OK US,388.6,35.11833,-97.67,7,-70,-12,21,0,-0.113216636,-0.353247831
COOP:354622,LA GRANDE OR US,839.7,45.3167,-118.0747,7,-46,54,23,0,2.955228654,0.616318126
COOP:343628,GOODWELL RESEARCH STATION OK US,999.1,36.5913,-101.618,7,52,-16,19,0,-0.299183017,0.958922457
COOP:190736,EAST MILTON BLUE HILL OBSERVATORY MA US,190.5,42.2123,-71.1137,7,0,0,1,0,0.444682508,-0.779031507
COOP:138706,WATERLOO MUNICIPAL AIRPORT IA US,264.6,42.5544,-92.4011,7,-377,-47,1,0,-1.740422472,-0.619765629
COOP:247425,SCOBEY 4 NW MT US,723.6,48.8306,-105.4758,7,0,0,0,0,0.444682508,0.366780091
COOP:232981,FORT LEONARD WOOD MO US,325.5,37.748,-92.1049,7,0,-26,11,0,-0.764098971,-0.488871001
COOP:664614,HUMACAO NATURAL RESERVE US,2.7,18.1505,-66.7719,7,0,0,3,0,0.444682508,-1.182677011
COOP:143153,GOODLAND RENNER FIELD KS US,1114.3,39.36722,-101.69333,7,-140,-16,13,0,-0.299183017,1.206526089
COOP:368400,SPRINGTOWN 1 NNE PA US,262.1,40.5711,-75.2781,7,128,-11,1,0,-0.066725041,-0.625138972
COOP:354606,LACOMB 3 NNE OR US,158.5,44.6253,-122.7189,7,-18,26,7,0,1.653463986,-0.847810294
COOP:049152,U C L A CA US,131.1,34.0697,-118.4427,7,-2,26,0,0,1.653463986,-0.90670213
